Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,4,6,0,22.54,0.0,55.07,433.25,2059.8370725,35.053499005
1,5,6,0,22.56,0.0,55.24,431.175,2059.3936652777775,36.240022650125
1,6,6,0,22.64,0.0,55.02,422.575,2055.957896666667,29.92074435125
1,7,6,0,22.51,0.0,55.89,427.125,1994.1593633333332,35.340684976
1,8,6,0,22.5,0.0,55.92,428.2,1933.3029477777773,31.061434648749998
1,9,6,0,22.53,0.0,54.69,434.5,1921.2573130555554,33.85891298125
1,10,6,0,22.57,0.0,52.64,436.9,2012.599691111111,33.245284201124996
1,11,6,0,22.72,0.0,49.51,434.45,1952.836791111111,35.022418843124996
1,12,6,0,22.51,0.0,47.51,449.5,1982.5918474999999,33.00537348625
1,13,6,0,22.6,0.0,43.74,441.35,1944.227317222222,32.05346769675
1,14,6,0,22.64,0.0,40.29,454.4,1977.6545541666665,31.178888646625
1,15,6,0,22.55,0.0,38.1,467.25,1898.0212841666664,34.15580545825
1,16,6,0,22.48,0.0,35.54,464.975,1878.6375638888885,33.331921800875
1,17,6,0,22.46,0.0,33.3,461.375,1813.096642222222,33.371108301999996
1,18,6,0,22.53,0.0,31.42,473.925,1854.9561666666668,31.313197148124996
1,19,6,0,22.55,0.0,30.17,464.5,1844.9370461111112,31.971164614625
1,20,6,0,22.48,0.0,29.08,476.4,1805.5418538888887,31.314797314874998
1,21,6,0,22.38,0.0,28.06,464.35,1822.3330833333332,33.39124226825
1,22,6,0,22.27,0.0,27.17,466.7,1770.633193611111,31.921031917875
1,23,6,0,22.09,0.0,25.94,454.875,1844.447945,31.1093868985
1,0,7,0,21.99,0.0,25.0,443.75,1774.8652713888887,30.196702778625003
1,1,7,0,21.86,0.0,24.34,448.45,1768.3200630555557,35.066388260249994
1,2,7,0,21.79,0.0,23.59,438.725,1801.2807516666664,32.689340553125
1,3,7,0,21.78,0.0,23.08,428.775,1828.6549211111108,27.696820293125
1,4,7,0,21.65,0.0,22.89,438.95,1838.106103888889,34.223100383
1,5,7,0,21.63,0.0,22.46,423.4,1876.7385219444445,33.596089988625
1,6,7,0,21.67,0.0,21.86,431.1,1856.5421172222223,30.034954055
1,7,7,0,21.6,0.0,21.26,427.525,1839.7872663888888,31.224449438375
1,8,7,0,21.61,0.0,20.03,421.1,1792.2160058333332,32.286485385625
1,9,7,0,21.64,0.0,18.63,429.3,1747.5363055555556,29.214938932624996
1,10,7,0,21.76,0.0,17.57,426.85,1688.4492044444444,31.224220843124996
1,11,7,0,21.88,0.0,16.81,432.025,1770.3028444444444,31.794618744624998
1,12,7,0,21.8,0.0,16.49,444.375,1660.3711922222221,31.866371276749998
1,13,7,0,21.75,0.0,16.21,438.35,1687.4257986111108,34.559355203624996
1,14,7,0,21.84,0.0,15.63,451.125,1750.5438655555554,32.937682915875
1,15,7,0,21.92,0.0,15.04,464.05,1683.6347747222221,31.422325003624998
1,16,7,0,21.89,0.0,14.97,461.0,2004.5321702777776,33.27332228775
1,17,7,0,21.98,0.0,15.42,459.125,1719.4890827777779,32.52701154925
1,18,7,0,22.01,0.0,16.52,461.4,1912.289446111111,31.795963939750003
1,19,7,0,22.04,0.0,17.5,470.5,1989.160295,31.066806637124998
1,20,7,0,21.98,0.0,18.51,471.75,1921.6164905555556,31.145443403125
1,21,7,0,22.01,0.0,19.64,463.25,1771.2538852777775,31.647693543749998
1,22,7,0,21.91,0.0,20.65,452.2,1980.3077413888886,32.97723868625
1,23,7,0,21.88,0.0,21.0,443.525,2101.2179877777776,32.660818899625
1,0,8,0,21.74,0.0,21.29,458.55,2141.8437772222223,32.30042090375
1,1,8,0,21.66,0.0,21.61,448.45,2280.0396491666665,29.753650015625002
1,2,8,0,21.69,0.0,21.97,435.525,2242.3355230555553,32.832001573374995
1,3,8,0,21.64,0.0,22.56,436.7,2319.642130833333,33.20680107
1,4,8,0,21.64,0.0,23.3,433.725,2370.7982044444448,28.083515534874998
1,5,8,0,21.65,0.0,24.4,426.875,2375.846496666667,35.138193545125
1,6,8,0,21.67,0.0,25.52,429.675,2353.379713611111,32.914102436625
1,7,8,0,21.74,0.0,26.67,432.8,2482.335908611111,30.3849157985
1,8,8,0,21.85,0.0,27.77,432.325,2532.3852291666667,34.38168394162499
1,9,8,0,21.93,0.0,28.84,439.2,2592.1626413888885,29.85149757475
1,10,8,0,22.08,0.0,29.38,439.225,2654.884956111111,30.277106761749998
1,11,8,0,22.22,0.0,30.09,466.55,2580.744268055556,32.980245593
1,12,8,0,22.43,0.0,30.65,469.2,2702.179896111111,33.122229619624996
1,13,8,0,22.56,0.0,31.7,496.3,2651.9913366666665,34.726511084125
1,14,8,0,22.6,0.0,33.42,532.725,2809.6538838888887,33.339254433125
1,15,8,0,22.62,0.0,34.75,550.1,2809.640646388889,33.437295419
1,16,8,0,22.38,0.0,36.49,562.625,2835.7257775,32.265032600625
1,17,8,0,22.54,0.0,37.89,570.125,2772.2708897222224,34.982854280625
1,18,8,0,22.67,0.0,39.38,574.175,2823.115048611111,33.222635687125
1,19,8,0,22.67,0.0,41.19,563.8,2886.0667152777773,33.756555062
1,20,8,0,22.68,0.0,42.65,564.3,2916.913914444444,34.512721772625
1,21,8,0,22.72,0.0,43.98,552.3,2811.6564725,35.73366658712499
1,22,8,0,22.78,0.0,44.92,506.1,2730.4759838888885,34.82404212675
1,23,8,0,22.73,0.0,45.68,490.6,2936.3161672222222,34.356248324
1,0,8,0,22.67,0.0,46.21,470.7,2881.2987638888885,34.2116002835
1,1,8,0,22.55,0.0,47.22,465.2,2960.991063333333,37.17357927475
1,2,8,0,22.56,0.0,48.6,456.275,2937.9140805555553,32.46862304712499
1,3,8,0,22.58,0.0,49.58,452.0,2985.8774652777774,34.75575369187499
1,4,8,0,22.4,0.0,50.87,440.55,3074.2239519444443,34.4258467855
1,5,8,0,22.59,0.0,50.59,441.7,3048.464953611111,34.112609748124996
1,6,8,0,22.6,0.0,50.89,445.2,3046.631903055555,34.445910414749996
1,7,8,0,22.62,0.0,51.04,440.525,3042.543378611111,33.356223234374994
1,8,8,0,22.38,0.0,52.06,442.8,2967.7932752777774,35.376407379875
1,9,8,0,22.33,0.0,52.51,439.85,3040.7795552777775,35.897077022375
1,10,8,0,22.69,0.0,50.85,457.875,2959.4763011111113,37.831696207374996
1,11,8,0,22.75,0.0,50.35,463.575,2937.073548333333,37.428841039874996
1,12,8,0,22.86,0.0,49.87,468.85,2955.093413888889,37.6216787175
1,13,8,0,22.95,0.0,49.62,499.0,2882.70037,37.602362418875
1,14,8,0,22.97,0.0,50.44,530.775,2827.1792552777774,36.8943941375
1,15,8,0,23.0,0.0,51.59,560.125,2733.9588191666667,37.498756017874996
1,16,8,0,23.03,0.0,52.59,570.55,2743.8723338888885,36.954294885124995
1,17,8,0,23.0,0.0,53.73,578.0,2633.659066111111,40.232676078749996
1,18,8,0,22.95,0.0,53.89,575.2,2619.1776333333332,38.20760351175
1,19,8,0,23.01,0.0,51.4,582.45,2496.448848611111,38.047454954875
1,20,8,0,22.89,0.0,47.82,575.55,2519.428658333333,37.291877316625
1,21,8,0,22.72,0.0,44.38,550.6,2526.4208038888887,39.036683315
1,22,8,0,22.46,0.0,41.16,516.55,2496.5735752777778,38.443654483749995
1,23,8,0,22.34,0.0,37.8,486.7,2574.4362561111107,37.4888824615
1,0,8,0,22.16,0.0,34.81,473.675,2596.6781977777778,37.45788142875
1,1,8,0,21.78,0.0,32.47,465.975,2614.5913788888884,34.911057787874995
1,2,8,0,21.63,0.0,29.64,450.075,2607.4834297222224,38.810294888375
1,3,8,0,21.64,0.0,26.93,443.725,2628.859344722222,34.065870811625004
1,4,8,0,21.59,0.0,24.87,441.5,2497.589725,39.1880837075
1,5,8,0,21.55,0.0,23.25,437.85,2554.696496111111,37.09714054
1,6,8,0,21.55,0.0,22.15,432.05,2564.5441175,35.151328979875
1,7,8,0,21.57,0.0,21.19,438.175,2578.6165605555557,38.24312369675
1,8,8,0,21.56,0.0,20.08,437.575,2532.685377222222,35.933933610375
1,9,8,0,21.55,0.0,18.98,444.75,2550.7965325,37.18690813625
1,10,8,0,21.56,0.0,17.5,456.275,2576.3480452777776,34.245687352124996
1,11,8,0,21.7,0.0,16.13,464.075,2595.6796980555555,35.870111575
1,12,8,0,21.66,0.0,15.02,468.3,2715.0123286111107,38.276261215874996
1,13,8,0,21.6,0.0,14.45,484.325,2544.925063888889,38.18041826125
1,14,8,0,21.59,0.0,13.92,536.45,2466.6746713888883,36.858337632875
1,15,8,0,21.66,0.0,13.21,556.55,2360.723290277778,38.86611609
1,16,8,0,21.57,0.0,12.64,569.375,2293.727028055555,36.793592424375
1,17,8,0,21.57,0.0,12.21,572.775,2120.4685486111107,39.606061329999996
1,18,8,0,21.61,0.0,12.07,562.45,2071.392135277778,38.428479276
1,19,8,0,21.63,0.0,12.27,561.325,1987.2965530555553,39.508178602375
1,20,8,0,21.63,0.0,12.51,565.1,1612.9398569444443,38.804571214999996
1,21,8,0,21.62,0.0,12.74,541.925,1566.778341111111,38.182044804374996
1,22,8,0,21.62,0.0,12.78,500.15,1967.9226383333335,38.384852751749996
1,23,8,0,21.55,0.0,12.8,488.225,2041.2147536111106,39.318031315
1,0,8,0,21.51,0.0,12.82,495.85,1999.8679616666668,39.817072329999995
1,1,8,0,21.53,0.0,12.85,466.1,1985.6870691666668,37.9206109675
1,2,8,0,21.51,0.0,12.87,463.55,2185.7914927777774,35.500552184875
1,3,8,0,21.5,0.0,12.84,444.85,2213.7142830555554,40.085759669999995
1,4,8,0,21.51,0.0,12.81,452.35,2092.5566425,34.236033598875
1,5,8,0,21.5,0.0,12.72,448.225,2265.2773852777773,41.3097993125
1,6,8,0,21.51,0.0,12.63,437.15,2307.670331944444,34.142204040874994
1,7,8,0,21.5,0.0,12.54,442.75,2253.9963877777777,40.51560666125
1,8,8,0,21.5,0.0,12.18,438.4,2294.7215075,33.799522176875
1,9,8,0,21.51,0.0,11.72,447.95,2462.6044833333335,37.704553287749995
1,10,8,0,21.54,0.0,11.25,452.45,2574.8567183333334,34.563206154374996
1,11,8,0,21.56,0.0,10.83,474.2,2553.8702799999996,36.7985248065
1,12,8,0,21.55,0.0,10.61,478.3,2571.001566111111,37.67882753
1,13,8,0,21.55,0.0,10.57,494.6,2426.6928127777774,37.22445051
1,14,8,0,21.6,0.0,10.66,538.2,2336.316576111111,37.88781634125
1,15,8,0,21.62,0.0,10.89,554.225,2341.0031413888887,36.74969334425
1,16,8,0,21.63,0.0,11.09,571.425,2144.398614722222,36.914616024999994
1,17,8,0,21.57,0.0,11.69,564.85,1933.7352747222221,38.52658180675
1,18,8,0,21.57,0.0,12.61,567.975,1788.1077722222221,35.886368214125
1,19,8,0,21.59,0.0,13.6,558.975,1472.6101,37.02710247225
1,20,8,0,21.61,0.0,14.42,556.225,1723.4967113888888,37.912082606249996
1,21,8,0,21.6,0.0,15.1,556.45,1573.8335363888887,38.5908522405
1,22,8,0,21.6,0.0,15.87,531.625,1630.3176547222222,36.978385307625
1,23,8,0,21.63,0.0,16.52,494.6,1938.6679594444443,38.551991048
1,0,8,0,21.58,0.0,17.14,476.775,2080.188797222222,34.37567892025
1,1,8,0,21.54,0.0,17.46,459.0,1966.9776769444445,38.81688019
1,2,8,0,21.54,0.0,17.66,461.225,2153.38472,34.9338205995
1,3,8,0,21.55,0.0,17.66,445.55,2148.857004722222,36.377962299249994
1,4,8,0,21.53,0.0,17.64,451.625,2322.6024280555557,37.148451381499996
1,5,8,0,21.54,0.0,17.8,436.3,2377.1081775000002,33.89576956925
1,6,8,0,21.54,0.0,18.17,443.175,2425.5841966666662,39.87705220675
1,7,8,0,21.54,0.0,18.4,443.925,2529.091837222222,33.740597355125
1,8,8,0,21.56,0.0,17.96,436.725,2395.5848838888887,38.679283433749994
1,9,8,0,21.74,0.0,16.93,450.5,2415.904936666667,33.76191825825
1,10,8,0,21.81,0.0,16.65,455.175,2444.6637486111113,36.223124185874994
1,11,8,0,22.07,0.0,17.0,463.575,2444.3333013888887,35.80711599937499
1,12,8,0,22.07,0.0,18.19,469.575,2423.5847458333333,35.322801793749996
1,13,8,0,22.03,0.0,19.82,503.225,2240.0363163888887,36.562025436125
1,14,8,0,22.33,0.0,20.97,534.6,2199.8879594444443,35.213243124125
1,15,8,0,22.14,0.0,22.44,556.25,1818.9634041666664,35.759269255125
1,16,8,0,22.14,0.0,23.58,560.075,1886.701358611111,35.93912975625
1,17,8,0,21.96,0.0,24.83,560.575,1876.4101338888888,34.61798988525
1,18,8,0,22.05,0.0,25.36,562.175,1888.9169238888887,35.95597546775
1,19,8,0,22.13,0.0,25.82,573.825,1868.9344763888887,34.8868354835
1,20,8,0,22.2,0.0,25.95,548.2,1636.8353094444442,35.229403049875
1,21,8,0,22.19,0.0,26.04,535.025,1563.9426725,36.324567724125
1,22,8,0,22.22,0.0,25.99,499.65,1454.9625513888889,37.559544770124994
1,23,8,0,22.24,0.0,26.22,491.45,1523.9255138888889,35.301208334749994
1,0,6,0,22.04,0.0,27.19,465.625,1518.2304472222222,35.297542018624995
1,1,6,0,21.99,0.0,28.59,460.8,1453.96817,38.408600281374994
1,2,6,0,21.8,0.0,30.1,457.25,1512.0798144444443,37.90742278
1,3,6,0,21.76,0.0,30.96,458.6,1488.6424774999998,35.123967886875
1,4,6,0,21.85,0.0,31.31,435.625,1532.7037413888888,39.42098709875
1,5,6,0,21.78,0.0,31.77,439.9,1504.4252055555555,34.418522945375
1,6,6,0,21.79,0.0,31.73,434.9,1493.8299105555554,40.065625703749994
1,7,6,0,21.78,0.0,31.54,432.0,1481.4023494444443,36.241464558625
1,8,6,0,21.85,0.0,30.92,439.5,1474.885577222222,37.18282859025
1,9,6,0,22.35,0.0,29.99,443.6,1451.42657,36.66759248099999
1,10,6,0,22.56,0.0,30.39,437.4,1426.8203127777776,36.08479768325
1,11,6,0,22.59,0.0,31.6,453.675,1464.3440166666667,36.972362702
1,12,6,0,22.67,0.0,32.7,442.9,1506.5886052777778,37.359242578374996
1,13,6,0,22.83,0.0,33.8,456.375,1409.73021,36.138385685125
1,14,6,0,22.85,0.0,35.36,472.625,1506.2899280555555,40.60511049375
1,15,6,0,22.86,0.0,36.74,475.0,1382.9676130555554,39.29095157
1,16,6,0,22.89,0.0,37.6,482.7,1332.2164108333334,37.710057158
1,17,6,0,22.91,0.0,38.66,476.925,1332.7348305555554,39.66452896125
1,18,6,0,22.88,0.0,39.88,472.925,1244.3330405555555,36.46405478725
1,19,6,0,22.96,0.0,40.83,486.4,1285.5647152777776,37.8590660925
1,20,6,0,22.9,0.0,41.71,487.125,1239.71835,35.655891449375
1,21,6,0,22.95,0.0,42.02,484.35,1201.1944794444444,39.006614247499996
1,22,6,0,22.86,0.0,42.59,478.525,1289.9101452777777,38.44667897475
1,23,6,0,22.8,0.0,43.46,477.225,1226.0646041666666,35.31682314875
1,0,7,0,22.76,0.0,44.04,466.35,1251.1434891666665,34.86343084675
1,1,7,0,22.58,0.0,45.13,460.45,1306.6249894444443,40.455556447499994
1,2,7,0,22.66,0.0,45.93,449.55,1252.7113975,33.654909304875
1,3,7,0,22.59,0.0,47.45,447.175,1256.4254477777777,40.44588511
1,4,7,0,22.61,0.0,48.39,444.25,1250.8273580555554,34.21052764425
1,5,7,0,22.56,0.0,49.23,441.875,1348.2448661111112,39.225652457625
1,6,7,0,22.5,0.0,49.89,433.175,1250.0690944444443,34.17145544075
1,7,7,0,22.59,0.0,49.43,439.775,1270.8085308333332,36.382666086125
1,8,7,0,22.54,0.0,49.06,440.275,1304.8580283333333,34.510558909874995
1,9,7,0,22.53,0.0,49.0,446.55,1259.3697619444445,35.6516800215
1,10,7,0,22.68,0.0,48.82,442.6,1348.355570833333,38.1868365125
1,11,7,0,22.69,0.0,49.25,453.275,1544.2727280555555,37.45743303037499
1,12,7,0,22.8,0.0,49.66,453.775,1672.2369930555553,37.85774727375
1,13,7,0,22.88,0.0,50.64,457.075,1618.6690469444443,38.604181102
1,14,7,0,22.89,0.0,51.97,465.0,1397.7308574999997,37.944587092375
1,15,7,0,22.91,0.0,53.31,466.3,1183.602626388889,37.456131795874995
1,16,7,0,22.92,0.0,54.31,473.3,1491.1513269444445,38.5874057275
1,17,7,0,22.87,0.0,55.93,490.175,1444.91372,35.800187804875
1,18,7,0,22.96,0.0,56.49,485.975,1374.8863644444443,40.00091566374999
1,19,7,0,23.01,0.0,56.19,488.925,1340.1441044444443,37.8945862775
1,20,7,0,23.07,0.0,55.08,499.975,1132.9895844444443,37.936401624
1,21,7,0,23.1,0.0,54.54,481.75,993.9258227777777,38.42360843875
1,22,7,0,23.11,0.0,55.42,479.425,1494.7835008333334,38.028842026250004
1,23,7,0,23.11,0.0,57.34,470.225,1727.8302766666666,38.158965476249996
1,0,8,0,23.1,0.0,58.86,460.525,1913.1365480555557,37.868649508749996
1,1,8,0,23.1,0.0,59.84,454.625,2029.5790891666668,37.242184226125
1,2,8,0,23.11,0.0,60.38,444.65,2114.456566388889,34.865321153625
1,3,8,0,23.11,0.0,61.06,447.65,1950.3075461111112,36.237754281875
1,4,8,0,23.11,0.0,61.8,422.025,1829.8229588888887,34.131600738125
1,5,8,0,23.08,0.0,63.13,436.175,1851.8875180555556,36.920955147125
1,6,8,0,23.08,0.0,63.63,436.875,2019.1841216666664,32.301168234375
1,7,8,0,23.1,0.0,61.94,435.975,2141.0930638888885,37.621450122249996
1,8,8,0,23.08,0.0,60.89,440.075,2221.4192925,35.312998574374994
1,9,8,0,23.08,0.0,59.86,444.875,2296.7946961111106,34.518911428624996
1,10,8,0,23.11,0.0,55.51,449.725,2272.346700555556,34.62090887075
1,11,8,0,23.12,0.0,51.87,455.525,2311.90643,36.877820981875
1,12,8,0,23.12,0.0,50.08,465.275,2354.0326655555555,36.353124546124995
1,13,8,0,23.12,0.0,46.56,495.65,2416.0826133333335,38.330666885374995
1,14,8,0,23.12,0.0,42.24,538.8,2379.139496388889,35.709883889
1,15,8,0,23.12,0.0,37.13,567.225,2378.813559722222,35.826361961
1,16,8,0,23.1,0.0,34.53,572.075,2378.678145,36.051413984625
1,17,8,0,23.11,0.0,33.15,574.6,2256.6842866666666,36.678943114375
1,18,8,0,23.11,0.0,32.31,579.375,2488.120696111111,36.49584711125
1,19,8,0,23.08,0.0,31.73,571.25,2437.2266269444444,36.662879902
1,20,8,0,23.09,0.0,31.47,564.425,2278.7426683333333,37.10742732625
1,21,8,0,23.09,0.0,31.44,545.425,2469.462881111111,37.297952675
1,22,8,0,23.06,0.0,31.77,521.9,2276.5131791666663,35.7899625635
1,23,8,0,23.0,0.0,32.0,505.75,2519.072226388889,37.97889396412499
1,0,8,0,22.72,0.0,32.64,482.825,2559.26412,34.757353858624995
1,1,8,0,22.39,0.0,33.26,467.8,2471.9504524999998,38.071826725375
1,2,8,0,22.4,0.0,33.15,468.05,2466.632213333333,32.25283792325
1,3,8,0,22.36,0.0,33.27,450.6,2473.1827166666662,38.140326171249995
1,4,8,0,22.22,0.0,33.59,465.45,2485.5839008333332,33.19035979625
1,5,8,0,22.16,0.0,33.61,449.3,2429.4581755555555,38.797273751249996
1,6,8,0,22.06,0.0,33.65,449.075,2444.0520780555553,34.109295116999995
1,7,8,0,22.14,0.0,33.58,447.425,2400.0769069444445,38.48462578625
1,8,8,0,22.22,0.0,33.56,457.1,2603.2363494444444,33.055550143625
1,9,8,0,22.51,0.0,32.73,443.2,2575.626748611111,36.41003597125
1,10,8,0,22.77,0.0,31.32,457.475,2581.455072777778,32.801897337374996
1,11,8,0,22.92,0.0,30.22,465.425,2564.006576944444,36.220416211374996
1,12,8,0,22.88,0.0,29.52,469.425,2396.5078808333333,36.079443279125
1,13,8,0,22.92,0.0,28.72,504.775,2317.336256388889,37.85547011337499
1,14,8,0,22.93,0.0,28.09,556.475,2168.4614480555556,39.38915960625
1,15,8,0,22.9,0.0,27.49,562.925,2357.9686155555555,36.47520320175
1,16,8,0,22.96,0.0,26.95,575.7,2280.993827777778,36.49373700125
1,17,8,0,22.98,0.0,27.18,586.35,2287.134066666667,37.53138359375
1,18,8,0,23.0,0.0,27.85,570.875,2291.953889444444,38.82532062999999
1,19,8,0,23.01,0.0,28.93,579.775,2229.324433333333,39.40560088
1,20,8,0,23.02,0.0,30.24,578.65,2120.0524988888887,37.342924394375
1,21,8,0,23.03,0.0,31.93,552.25,1932.6512705555554,37.646824195
1,22,8,0,22.92,0.0,34.27,522.15,1916.3474752777777,36.63783993
1,23,8,0,22.86,0.0,36.34,495.425,1956.0183997222218,38.539541398999994
1,0,8,0,22.82,0.0,38.52,485.5,2079.1728436111107,34.537462812375
1,1,8,0,22.69,0.0,41.39,457.05,2118.5841169444443,37.821866611625
1,2,8,0,22.66,0.0,44.53,458.5,2212.8191338888882,35.608361221624996
1,3,8,0,22.51,0.0,47.8,446.75,2196.0132941666666,34.519632382874995
1,4,8,0,22.51,0.0,50.1,442.575,2265.9520075,38.146216895
1,5,8,0,22.41,0.0,52.57,435.25,2241.7566030555554,33.746083641125
1,6,8,0,22.6,0.0,53.0,434.175,2251.003045833333,39.072027657499994
1,7,8,0,22.52,0.0,54.86,443.9,2338.601760833333,33.26695678925
1,8,8,0,22.49,0.0,57.17,433.55,2340.5201197222223,37.543033159375
1,9,8,0,22.58,0.0,58.86,448.2,2411.4711586111107,33.83179806775
1,10,8,0,22.65,0.0,59.42,450.4,2387.766522222222,34.62901521
1,11,8,0,22.74,0.0,58.97,461.3,2454.7190516666665,37.060363081125
1,12,8,0,22.64,0.0,59.58,462.3,2406.437770833333,35.42452668
1,13,8,0,22.84,0.0,58.79,509.525,2467.136415,38.23932549875
1,14,8,0,22.85,0.0,58.95,542.85,2348.2983766666666,37.53349370375
1,15,8,0,22.85,0.0,59.36,575.625,2304.622176944444,36.60205598125
1,16,8,0,22.85,0.0,59.65,574.075,2291.0097124999998,38.147579674375
1,17,8,0,22.88,0.0,59.72,581.925,2262.2522733333335,38.37229759725
1,18,8,0,22.97,0.0,58.99,579.95,2217.7649580555553,37.422589839
1,19,8,0,23.02,0.0,57.59,567.275,2272.703720833333,39.194123897375
1,20,8,0,23.01,0.0,56.35,571.55,2265.6564680555553,37.381099801124996
1,21,8,0,23.0,0.0,55.57,549.75,2219.7858830555556,37.365546531999996
1,22,8,0,23.0,0.0,54.65,507.925,2230.882438055555,37.155230109875
1,23,8,0,22.99,0.0,53.02,496.475,2278.6683422222222,37.5397361125
1,0,8,0,22.88,0.0,49.02,477.65,2313.4528641666666,36.99699823625
1,1,8,0,22.8,0.0,45.06,474.75,2288.3427974999995,36.779419518875
1,2,8,0,22.57,0.0,42.01,470.875,2410.0679836111112,39.233143348125
1,3,8,0,22.51,0.0,39.31,451.975,2462.3482641666665,31.869984840125
1,4,8,0,22.35,0.0,38.07,441.6,2419.258338611111,38.30625994637499
1,5,8,0,22.3,0.0,37.38,447.35,2448.791691388889,35.753325778625
1,6,8,0,22.28,0.0,36.78,440.775,2439.450821111111,34.264695926375
1,7,8,0,22.35,0.0,36.07,428.075,2458.8591533333333,37.698433968749995
1,8,8,0,22.5,0.0,35.22,435.7,2516.1395808333336,32.722398943125
1,9,8,0,22.69,0.0,33.99,438.725,2576.2999980555555,36.23296257375
1,10,8,0,22.9,0.0,32.87,454.6,2505.3572938888883,35.656867375249995
1,11,8,0,22.89,0.0,31.95,448.825,2456.2311663888886,38.46429839325
1,12,8,0,22.92,0.0,31.19,469.925,2143.8863724999997,37.404100000125
1,13,8,0,22.94,0.0,30.0,500.0,2312.614391111111,39.044446761375
1,14,8,0,22.98,0.0,28.77,554.4,2246.0918352777776,37.78266252625
1,15,8,0,22.99,0.0,28.09,563.55,2172.5999808333336,37.112262994999995
1,16,8,0,23.03,0.0,27.32,572.525,2332.0295872222223,37.64708795875
1,17,8,0,22.98,0.0,26.6,572.6,2222.7551033333334,39.806055797374995
1,18,8,0,22.96,0.0,27.05,575.425,2155.4631055555556,36.327328451374996
1,19,8,0,22.95,0.0,27.97,568.325,2115.501348333333,39.98614489375
1,20,8,0,22.94,0.0,29.73,566.0,2048.6170655555557,36.82402196899999
1,21,8,0,22.93,0.0,31.81,533.75,2072.4068141666667,38.58959496662499
1,22,8,0,22.81,0.0,32.98,508.9,2047.6375886111107,38.322780349249996
1,23,8,0,22.74,0.0,33.03,485.975,2368.1594313888886,38.049415598749995
1,0,8,0,22.64,0.0,32.61,469.6,2116.452193055555,33.7933764815
1,1,8,0,22.21,0.0,33.36,464.875,2056.892856388889,39.60509419625
1,2,8,0,22.37,0.0,33.42,453.2,1995.6057808333333,37.715033500749996
1,3,8,0,22.31,0.0,34.24,441.1,2181.829263888889,37.354582752125
1,4,8,0,22.34,0.0,34.96,433.075,2289.3324722222223,38.51082631875
1,5,8,0,22.29,0.0,35.18,433.05,2109.8541327777775,33.961754467375
1,6,8,0,22.21,0.0,35.23,434.175,2050.149281666667,39.157662955
1,7,8,0,22.23,0.0,34.69,439.65,2101.996843055555,35.05010524475
1,8,8,0,22.24,0.0,33.93,439.15,1945.2286605555555,36.959675665625
1,9,8,0,22.37,0.0,32.51,438.625,2018.2131755555556,35.047080753749995
