name,slottime_GMT,slottype,slotavg,pointTitle
DuffieldHall.Elec.PowerScout3/kWsystem,2016-06-29 00:00:00,D,876.340625000,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-06-29 00:00:00,D,1951.229222278,Steam
DuffieldHall.CW.FP/TONS,2016-06-30 00:00:00,D,355.122177083,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-06-30 00:00:00,D,888.510416666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-06-30 00:00:00,D,1973.166754814,Steam
DuffieldHall.CW.FP/TONS,2016-07-01 00:00:00,D,404.982593750,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-01 00:00:00,D,892.896875000,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-01 00:00:00,D,2061.513729870,Steam
DuffieldHall.CW.FP/TONS,2016-07-02 00:00:00,D,315.438416666,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-02 00:00:00,D,854.376041666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-02 00:00:00,D,1994.906114285,Steam
DuffieldHall.CW.FP/TONS,2016-07-03 00:00:00,D,319.491479166,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-03 00:00:00,D,849.992708333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-03 00:00:00,D,2041.429044736,Steam
DuffieldHall.CW.FP/TONS,2016-07-04 00:00:00,D,338.181531250,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-04 00:00:00,D,857.408333333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-04 00:00:00,D,1995.367391666,Steam
DuffieldHall.CW.FP/TONS,2016-07-05 00:00:00,D,577.490541666,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-05 00:00:00,D,893.176041666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-05 00:00:00,D,2019.868631369,Steam
DuffieldHall.CW.FP/TONS,2016-07-06 00:00:00,D,576.613708333,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-06 00:00:00,D,895.587500000,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-06 00:00:00,D,2057.712476388,Steam
DuffieldHall.CW.FP/TONS,2016-07-07 00:00:00,D,676.658958333,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-07 00:00:00,D,916.970833333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-07 00:00:00,D,2051.261412533,Steam
DuffieldHall.CW.FP/TONS,2016-07-08 00:00:00,D,661.223718750,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-08 00:00:00,D,904.847916666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-08 00:00:00,D,2034.423281578,Steam
DuffieldHall.CW.FP/TONS,2016-07-09 00:00:00,D,614.685333333,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-09 00:00:00,D,866.844791666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-09 00:00:00,D,2101.034801428,Steam
DuffieldHall.CW.FP/TONS,2016-07-10 00:00:00,D,415.103593750,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-10 00:00:00,D,864.482291666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-10 00:00:00,D,2116.575432352,Steam
DuffieldHall.CW.FP/TONS,2016-07-11 00:00:00,D,371.177312500,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-11 00:00:00,D,891.052083333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-11 00:00:00,D,2128.902084285,Steam
DuffieldHall.CW.FP/TONS,2016-07-12 00:00:00,D,467.857062500,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-12 00:00:00,D,905.000000000,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-12 00:00:00,D,2081.547635616,Steam
DuffieldHall.CW.FP/TONS,2016-07-13 00:00:00,D,708.287354166,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-13 00:00:00,D,939.069791666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-13 00:00:00,D,2077.995032933,Steam
DuffieldHall.CW.FP/TONS,2016-07-14 00:00:00,D,745.162378947,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-14 00:00:00,D,938.935416666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-14 00:00:00,D,2111.419840789,Steam
DuffieldHall.CW.FP/TONS,2016-07-15 00:00:00,D,629.400677083,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-15 00:00:00,D,927.369791666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-15 00:00:00,D,2060.718486842,Steam
DuffieldHall.CW.FP/TONS,2016-07-16 00:00:00,D,486.356729166,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-16 00:00:00,D,905.631250000,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-16 00:00:00,D,2094.506424657,Steam
DuffieldHall.CW.FP/TONS,2016-07-17 00:00:00,D,498.412552083,Chilled Water
