Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2]
261.9898187633262,10.910181236673774
376.9288770373921,16.97112296260786
434.5314777230115,25.5685222769885
419.7175112251443,44.68248877485568
355.0978614693642,54.30213853063578
248.51023340222812,54.38976659777183
111.55306953939643,46.04693046060355
14.925918944392082,6.274081055607917
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6.420079260237782,4.379920739762219
96.35411874417159,29.44588125582841
223.02558074447245,56.77441925552757
318.8426196902969,75.55738030970308
351.50322525255416,106.59677474744585
356.53528530259365,106.06471469740634
303.42483562833394,104.97516437166603
212.94056867322337,89.05943132677662
103.37504501260354,53.92495498739647
12.642629735752944,8.857370264247056
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.8469538331810837,4.553046166818917
45.54602917341977,53.75397082658023
164.82950755346283,99.17049244653718
297.34750593824225,97.55249406175771
365.1605504587156,92.33944954128441
315.3602705996468,146.23972940035316
220.56539674836208,187.53460325163798
117.92297872340424,182.4770212765957
48.860729734812864,106.23927026518713
4.962069617858494,17.037930382141507
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.5712668216995158,7.328733178300484
24.47872784919016,61.52127215080984
58.41217503533894,98.08782496466105
76.39817787418654,119.70182212581344
81.42091656874265,129.47908343125735
75.60969648800356,106.59030351199641
67.23955637367695,89.66044362632304
40.730306104446015,57.769693895553985
15.18666018118806,26.013339818811943
1.4940739853944691,3.705926014605531
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.8829545454545455,2.817045454545455
15.723250900956879,26.276749099043123
37.25126539753639,51.24873460246361
67.78532134306128,85.01467865693871
88.7472695035461,102.2527304964539
85.48040889730241,82.4195911026976
88.8185113695212,62.18148863047879
72.45854795038096,46.441452049619045
39.22246482290151,18.777535177098496
2.8086972083035078,1.4913027916964925
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.594222222222222,0.10577777777777779
19.40668761220826,0.7933123877917414
58.76870086110071,0.9312991388992887
69.03436988543372,1.2656301145662847
94.58586334964333,2.2141366503566586
144.09696831026199,3.7030316897380167
288.51814429178734,10.481855708212679
202.79384397664955,8.406156023350432
109.61449990510533,5.185500094894667
14.30975387420237,1.89024612579763
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5.463310069790627,1.9366899302093719
58.68066180935033,19.119338190649668
101.55919335705812,45.040806642941874
133.5436055816745,80.7563944183255
133.8866660009985,109.41333399900151
126.2956937799043,117.30430622009567
103.04840456981557,120.85159543018445
69.63576515135217,99.16423484864784
25.768713048986488,53.93128695101352
3.115530549614061,9.78446945038594
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9172026784872207,3.2827973215127795
16.99359905574723,50.60640094425276
37.51649886735464,117.28350113264536
56.9341359891253,161.46586401087467
49.29822698072805,104.10177301927195
43.53402436418038,74.76597563581961
41.93632144643997,63.86367855356003
39.319429257234304,52.0805707427657
19.926982654670255,30.773017345329748
4.2333333333333325,8.466666666666665
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6.005720572057206,0.39427942794279436
67.28828787531515,2.8117121246848495
165.13526186697445,2.5647381330255374
242.53106983942737,2.3689301605726447
254.49515397842737,2.0048460215726123
234.74389292543023,2.15610707456979
237.04884357881923,3.551156421180767
160.00732936787983,3.2926706321201737
88.27824365664928,3.621756343350729
12.364883520276102,1.5351164797239
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.3602628370139547,4.939737162986045
25.52787238629015,53.67212761370985
83.43363968646341,126.9663603135366
142.3910948717478,184.9089051282522
149.75033152698876,208.24966847301124
116.23459579590703,190.06540420409297
78.93785470406613,135.16214529593387
43.13184250240087,98.86815749759911
10.484564673789496,46.315435326210505
1.401220859864232,9.398779140135769
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.798530363249838,3.9014696367501625
28.155876990397473,28.544123009602526
66.47365054176689,70.92634945823312
121.45675378625586,151.34324621374415
93.38993002110473,141.61006997889524
65.38164978292329,128.6183502170767
51.42081690140844,114.67918309859155
29.868001589193486,81.63199841080652
7.28492513885535,44.61507486114465
0.6476099189907859,6.452390081009214
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.46771866546438234,5.232281334535617
7.5690909578318095,70.7309090421682
21.99639312621317,200.10360687378684
32.95481586970475,302.14518413029526
34.846098091326404,322.1539019086736
27.227960783179572,250.87203921682044
24.02486526334665,219.57513473665335
19.78685837837838,180.11314162162165
8.623514127963624,80.47648587203636
1.1216569821930644,12.978343017806935
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.5591200222779174,2.8408799777220834
25.397379003642904,19.5026209963571
48.36178971157985,42.13821028842015
68.03324917950012,60.06675082049988
68.54805885284941,65.65194114715058
58.703743918776,62.896256081223996
46.73075384273429,67.56924615726571
27.280566461020754,57.71943353897925
12.304265780730898,32.2957342192691
1.7838907902924706,6.11610920970753
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9059833689969935,7.094016631003006
8.573996275605214,60.92600372439479
19.9639047048247,149.33609529517534
26.416837742023453,164.18316225797656
33.430686833197655,186.16931316680234
47.51596245737681,205.58403754262318
90.04512874966818,197.95487125033185
68.19734566521687,151.20265433478312
32.46478840417599,76.53521159582402
3.7605460186142707,11.439453981385729
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.9594756734057233,4.740524326594277
15.78796327027326,32.61203672972674
35.89295823897696,92.60704176102305
92.73241346100419,112.36758653899577
125.13602698285753,139.36397301714246
113.6392526970506,176.4607473029494
67.37505433376455,216.92494566623543
52.0999402005368,196.20005979946322
19.372990353697745,101.12700964630226
2.152692245125607,15.747307754874392
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.359342317498309,9.440657682501692
37.931705295471986,60.76829470452802
85.54796246142219,125.85203753857782
125.0402780943697,140.85972190563024
198.44738765950925,112.45261234049073
199.05,78.45
115.10281910728268,29.997180892717303
71.1541935483871,16.145806451612902
39.7753025339306,11.1246974660694
9.485762452107279,3.9142375478927196
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.4003963710032594,8.999603628996741
18.254139533075442,68.44586046692456
37.967582913161124,130.8324170868389
40.09519489031395,134.50480510968603
75.06694915254238,151.33305084745766
62.91071727458831,168.3892827254117
34.04377805242959,202.0562219475704
22.722872622478384,153.87712737752162
12.986562094115296,85.1134379058847
2.2558599067695226,19.644140093230476
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.742084999259588,22.15791500074041
29.687974342388966,127.21202565761106
71.22955404992194,190.57044595007807
97.7880981841287,150.81190181587135
103.42285688118208,162.67714311881792
88.97595908324176,131.52404091675822
86.19801329040214,117.20198670959788
49.03525790963929,66.7647420903607
21.751014884979703,35.2489851150203
3.3811608652303957,8.618839134769605
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.8076134032368363,0.6923865967631639
25.866069651741295,3.6339303482587066
54.212766945218206,5.8872330547818015
81.17256311436365,7.827436885636339
111.67275159335904,8.827248406640964
124.6908500794144,14.709149920585594
116.1065481758653,15.793451824134706
85.49351358159453,19.506486418405476
41.62478899656143,18.275211003438574
8.496597731821213,5.103402268178786
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
15.635236312587738,0.8647636874122602
102.4417365924845,3.7582634075155052
279.59976136240374,6.20023863759627
417.66426493622737,6.935735063772657
503.7331206126356,8.16687938736439
492.185217070471,6.314782929528963
319.32384854478664,4.576151455213337
208.0947572064229,4.105242793577094
153.98733961972485,4.912660380275159
33.53116246498599,2.268837535014006
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
17.576293972664125,5.923706027335872
113.12364575645756,32.776354243542436
172.01611911754662,79.98388088245339
187.91921397379912,140.58078602620088
183.76397304172588,222.33602695827415
151.683784563524,229.31621543647603
78.93182414908264,125.16817585091735
51.91385613658984,79.58614386341014
35.896209817277,63.803790182723
7.728555275289206,18.071444724710794
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
7.56166037735849,2.038339622641509
77.95411360044622,11.845886399553779
159.91674905041887,22.483250949581144
129.74156441717793,24.258435582822088
239.26921472130095,65.33078527869905
304.5794525212836,85.52054747871644
202.50565397326346,52.894346026736535
112.06770014229011,31.132299857709878
51.54494522182449,18.755054778175506
6.9837837837837835,3.216216216216216
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
15.25024925224327,0.7497507477567297
105.15335079676926,2.3466492032307356
207.792374503165,2.507625496834977
296.968156424581,0.8318435754189945
347.0687856138533,2.4312143861466735
333.78680070500684,2.6131992949931457
372.7059523023056,5.294047697694392
251.78724870763932,5.812751292360713
131.10054241374115,4.199457586258852
29.697272122421825,1.902727877578177
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
26.12428382547378,2.875716174526223
147.33850833708877,13.36149166291122
291.9192877239745,12.98071227602547
400.3084648493543,9.091535150645624
353.90271199636675,3.1972880036332962
250.737032659409,3.06296734059098
174.63324293934784,2.5667570606521593
129.94118501775912,3.1588149822408784
94.0302098649913,3.669790135008689
29.360100376411545,1.8398996235884566
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
13.118939883645764,3.281060116354234
62.292866756392996,12.507133243606999
130.34724031896596,16.552759681034036
198.88718370029576,19.51281629970424
243.65497863823563,18.745021361764362
207.64119108280255,28.058808917197453
180.32797176694152,28.272028233058467
143.80785822548677,34.09214177451324
79.9671836315224,37.5328163684776
16.186340598074,11.913659401926001
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
9.475179716339614,19.42482028366038
38.842615989515075,72.05738401048492
113.47554325259514,171.42445674740483
174.9902479338843,255.80975206611572
195.16902985632484,298.73097014367517
190.6046246417478,281.3953753582522
207.00657204782212,237.39342795217786
136.75020040899796,164.04979959100203
57.119469720740504,84.3805302792595
9.393602753971384,25.506397246028616
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6.466693566136014,9.633306433863988
63.65327413984462,43.74672586015539
89.59083040935673,37.80916959064328
81.06689453125,33.43310546875
131.2964417876459,47.50355821235412
222.9818585858586,92.31814141414141
221.99539747995422,114.10460252004583
182.3508209009358,141.74917909906426
96.0124739359745,101.38752606402551
19.07480577136515,33.72519422863485
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.14449155860865287,8.15550844139135
1.0835802655000488,51.11641973449995
2.582337353574878,106.71766264642513
5.138367826094094,148.4616321739059
16.95241066364152,231.84758933635845
25.48787392815759,259.6121260718424
28.937133640190407,245.0628663598096
25.286255223674278,206.01374477632572
19.219647430319004,158.480352569681
4.759387248609328,46.44061275139068
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
10.035582771318632,31.96441722868137
58.18130006445079,133.21869993554924
119.28459518756969,217.51540481243035
165.72206137546806,297.1779386245319
176.20821237792046,362.5917876220795
178.30404052587141,365.9959594741285
167.21652328557175,323.08347671442823
134.51114265798466,244.38885734201529
65.16876761666144,165.33123238333854
12.949690079919817,53.45030992008019
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.2994522848118977,7.500547715188103
18.099953904305337,41.000046095694664
32.12114257380155,60.47885742619844
38.182108099353634,74.41789190064635
50.971667532329164,108.12833246767083
52.27094945677846,113.32905054322156
38.939401311614134,97.76059868838587
22.914281560314624,62.68571843968538
11.117454545454544,35.682545454545455
2.509790508764429,11.090209491235571
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
10.238378618434334,32.161621381565666
58.87777136258661,131.02222863741338
110.04316273661534,224.05683726338475
135.23774720550304,314.262252794497
141.8998901681564,359.2001098318437
135.518845517616,361.0811544823841
110.48847552659491,320.1115244734051
65.5814360890892,210.7185639109108
32.20859177460137,106.69140822539863
7.8724491890782184,32.727550810921784
0.012483888786595471,0.08751611121340452
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.7001342396283903,23.69986576037161
13.368457321411137,90.73154267858887
32.663463900963905,192.03653609903608
43.9010688001323,299.9989311998677
38.59973847601128,358.3002615239887
26.706623503779692,369.69337649622025
21.500889934350575,301.99911006564946
13.246229937707751,255.15377006229218
7.138249390397714,174.2617506096023
1.4037400006209186,59.39625999937908
0.0008012463832628533,0.19919875361673714
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6.26194326527862,24.23805673472138
31.14346657779074,82.65653342220926
65.74118714947967,147.8588128505203
106.29573770491803,205.10426229508195
146.6079657930161,309.39203420698396
107.90215507173329,284.59784492826674
63.055504509921825,212.34449549007815
33.54506434603045,145.55493565396955
15.59440959844994,117.70559040155007
4.487671232876711,42.31232876712328
0.014270524371817115,0.1857294756281829
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.3264756958025,53.3735243041975
18.24192627989515,204.65807372010485
44.40857949632807,335.69142050367196
57.90233436837398,439.89766563162607
73.52491307076886,488.4750869292311
70.06351242826082,497.4364875717392
48.01877396873601,405.08122603126395
37.970753190333966,262.929246809666
25.510139466663297,182.8898605333367
5.4807985628580145,47.31920143714198
0.007964285714285714,0.2920357142857143
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9101625570776256,29.989837442922372
5.626901890578584,123.47309810942141
14.78599874598621,205.0140012540138
29.895515563345114,252.00448443665488
41.25309530781426,252.54690469218576
35.35310079108087,198.24689920891913
28.210532914028303,152.8894670859717
21.41842598581436,140.88157401418565
12.254061886869877,82.24593811313012
3.269018334539166,25.73098166546083
0.03269715520345697,0.367302844796543
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4.730696683906298,32.9693033160937
17.662850360139196,125.93714963986078
24.011144947857325,178.58885505214266
30.851416908705552,259.9485830912945
37.223948288651044,290.57605171134895
60.93639503671817,356.6636049632819
56.82852031689241,303.7714796831076
33.773715939233185,185.52628406076684
14.010952138082839,80.88904786191716
3.0193106943740493,22.180689305625947
0.01744421906693712,0.1825557809330629
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
7.996151090183233,28.40384890981677
22.80037273511648,90.79962726488351
18.35173556660327,130.04826443339672
23.512943714453815,149.3870562855462
52.71160857813077,152.88839142186924
65.09328705440902,154.20671294559102
59.78131884192765,135.51868115807235
40.32338229513923,100.77661770486074
24.03407205280431,61.16592794719569
7.542657379144818,27.057342620855184
0.09341272091484736,0.6065872790851526
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
11.402892579535319,27.89710742046468
35.9368932038835,64.06310679611651
67.52385430633872,102.57614569366125
105.44689900693272,154.35310099306727
119.17219780676827,199.12780219323176
116.22026959282573,185.0797304071743
101.35447805759064,167.44552194240939
79.32879910618932,137.9712008938107
46.069787390478524,92.53021260952147
13.67195242814668,35.92804757185332
0.12480871782981685,0.5751912821701832
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.023015873015873017,0.07698412698412699
23.225167990226023,47.57483200977398
78.90547877591312,120.59452122408688
134.87138275941055,183.12861724058948
176.28421613074977,229.7157838692503
157.9638131788559,224.3361868211441
114.83322172566932,177.26677827433073
80.92530657748048,134.67469342251948
53.49390787757796,97.40609212242204
29.837433315952026,61.26256668404797
10.686779880889205,30.013220119110798
0.1851389800831692,0.9148610199168309
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.014835277266216494,0.0851647227337835
7.595180905130688,29.70481909486931
25.044418118466897,89.15558188153311
33.210696517412934,149.98930348258705
37.44310821788482,182.25689178211516
35.40531511009871,206.19468488990128
33.019162295342554,205.88083770465747
25.796288366861685,190.50371163313832
19.03992287626177,154.76007712373826
12.258002913092733,109.54199708690726
3.848928503420293,41.6510714965797
0.03393955339231098,1.466060446607689
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0016569459172852598,0.09834305408271475
0.6442675159235668,28.25573248407643
2.5481855613015014,93.3518144386985
5.254394754229987,169.54560524577002
10.427886307129345,264.37211369287064
29.738010409211,384.161989590789
43.48070339955206,453.01929660044794
48.90705493449864,470.3929450655013
48.8145580767765,395.6854419232235
36.321679470454654,275.47832052954533
13.480986418870623,111.41901358112939
0.12868539325842698,3.7713146067415733
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00375,0.39625
0.48742413207089097,42.012575867929115
1.6849244499860547,118.71507555001395
5.489488145896657,236.91051185410333
12.141843771196019,403.3581562288039
10.958234645326977,329.84176535467304
8.988898899543086,266.5111011004569
7.895522508492629,249.60447749150737
4.494015681700362,172.7059843182996
1.6542218282438321,87.84577817175617
0.41337634965241815,26.88662365034758
0.0020621107765909186,0.7979378892234091
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.13602435176492225,11.763975648235077
0.5412884249852526,37.75871157501474
1.914882104700422,80.48511789529958
2.388755863048866,78.81124413695113
3.2719070502483394,94.22809294975167
6.1297049898015015,130.4702950101985
11.432328585012785,122.1676714149872
8.678097930638666,61.52190206936134
11.507244151638655,55.79275584836134
7.206814404432133,32.09318559556787
0.18495569620253163,1.5150443037974684
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.04072398190045248,0.5592760180995475
9.925043782837129,54.474956217162884
37.56445565018543,188.33554434981454
55.732818384264704,299.1671816157353
48.916784268008335,311.58321573199163
41.96187668973324,284.0381233102667
46.473321032478225,284.3266789675218
39.82817394201933,216.97182605798068
30.005932157919027,196.294067842081
20.078302651094962,131.62169734890503
7.630052762104493,57.56994723789552
0.13588205421189617,2.964117945788104
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.33707179727827313,0.7629282027217269
32.1290152284264,51.770984771573616
96.4263335204941,177.47366647950588
158.31710996427157,290.7828900357285
145.33954909782966,445.16045090217034
104.88170332480819,553.6182966751917
76.84599168165681,586.6540083183431
59.62400188991259,544.1759981100873
59.81951096227965,428.5804890377204
49.638989642394165,277.16101035760585
20.463751105091887,118.33624889490812
0.7303687107301154,6.3696312892698845
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.17803271941557774,1.1219672805844223
11.861972624345182,45.738027375654816
23.71581253572109,94.48418746427892
30.09987042515219,132.7001295748478
35.5313667083053,182.06863329169468
31.49248464457572,208.90751535542427
27.920127164476717,227.97987283552328
30.43174095542674,259.56825904457327
25.46589613015201,290.33410386984804
20.423200845392394,218.1767991546076
6.2045888443155786,81.19541115568443
0.18870346598202828,4.711296534017972
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
